Time,P_load3,P_load4,const_0V,delta1,delta2,delta3,delta4,factor1,factor2,factor3,factor4,sigma1,sigma2,sigma3,sigma4
2.9514,114.721954,114.99367,0.0,9.98052,5.422197,1.0414473,5.916289,0.3569521,0.0,0.0,0.0,10.337472,5.422197,1.0414473,5.916289
2.9516,114.7098,115.12634,0.0,18.99004,6.5436816,1.5070685,16.370121,2.54618,2.626313,2.5574634,0.0,21.53622,9.169994,4.064532,16.370121
2.9518,114.6648,115.13979,0.0,24.111227,1.11246,3.977633,21.04937,2.237798,12.9581175,4.8916955,0.0,26.349026,14.070578,8.8693285,21.04937
2.952,114.614365,115.03953,0.0,11.789277,7.8581896,8.781192,10.857084,0.0047366954,1.9579668,0.033517964,0.06296474,11.78454,9.816156,8.81471,10.92005
2.9522,114.45472,114.918724,0.0,17.552568,13.16669,2.2701068,5.384226,1.1706947,0.0,2.6117816,2.538316,16.381874,13.16669,4.8818884,7.9225416
2.9524,114.290924,114.83163,0.0,27.693813,0.1803998,11.863344,12.227521,3.368719,16.395824,0.0,7.33601,24.325094,16.576225,11.863344,19.56353
2.9526,114.365326,114.73111,0.0,26.14491,2.6583161,9.548944,19.261816,0.046903513,13.980337,0.15319182,0.0,26.191814,16.638653,9.702136,19.261816
2.9528,114.647095,114.71124,0.0,16.490252,2.4394667,2.5538266,21.933378,5.363999,6.696753,6.674399,0.0,21.854252,9.13622,9.228226,21.933378
2.953,114.91594,114.91175,0.0,0.7936471,1.0953544,6.011068,10.705681,5.045981,0.0,0.0,0.0,5.839628,1.0953544,6.011068,10.705681
2.9532,115.031845,115.20923,0.0,13.029176,2.6029105,2.6392019,7.360401,0.4300152,4.326426,0.0,0.88110816,12.59916,6.9293365,2.6392019,8.241509
2.9534,115.04158,115.42628,0.0,24.393604,7.436196,1.0136315,20.91126,3.044051,4.688261,4.626384,0.0,27.437654,12.124456,5.640015,20.91126
2.9536,114.99758,115.514336,0.0,28.044062,0.6120734,3.6110976,27.557253,3.949276,15.998502,8.645722,0.0,31.993338,16.610577,12.25682,27.557253
2.9538,114.87765,115.4663,0.0,18.768362,5.787462,5.534013,22.546446,3.6021774,7.4935093,7.9108844,0.0,22.37054,13.280972,13.444898,22.546446
2.954,114.684395,115.290344,0.0,2.515036,9.253522,2.1604571,7.531433,5.6395464,0.0,6.5770907,0.0,8.154583,9.253522,8.737548,7.531433
2.9542,114.53761,115.00962,0.0,7.961874,0.67657465,2.6615262,6.253971,0.1942884,4.3383107,0.389198,0.0,8.156162,5.0148854,3.050724,6.253971
2.9544,114.51531,114.7801,0.0,6.5943666,2.9380665,0.51829916,14.171765,4.090174,2.0389073,7.898961,0.0,10.684541,4.976974,8.41726,14.171765
2.9546,114.582375,114.74489,0.0,1.2650157,3.6741164,3.5076673,11.136371,5.867955,0.0,4.2429667,0.0,7.132971,3.6741164,7.7506337,11.136371
2.9548,114.64004,114.84562,0.0,9.57656,0.04518813,6.406679,0.10422227,3.245545,5.687629,0.0,6.8432755,6.3310156,5.732817,6.406679,6.947498
2.955,114.588455,114.96772,0.0,20.158802,3.0923002,3.428336,13.892852,0.4307391,7.9310136,0.973387,0.0,20.589542,11.0233135,4.401723,13.892852
2.9552,114.46346,114.995384,0.0,12.796804,0.032470416,0.88994545,14.543442,2.666867,7.71097,5.864129,0.0,15.463672,7.74344,6.7540746,14.543442
2.9554,114.32246,114.89696,0.0,17.368652,9.998617,1.841231,2.4654362,3.0288825,0.0,2.9484797,6.5658917,14.33977,9.998617,4.789711,9.031328
2.9556,114.320435,114.759155,0.0,29.223526,9.2350235,3.2927825,15.90563,0.6779868,5.191394,0.0,1.4706843,28.54554,14.426417,3.2927825,17.376314
2.9558,114.42636,114.71593,0.0,22.384733,2.8475928,6.8838897,19.809526,1.5530012,11.585216,3.4409482,0.0,23.937735,14.432809,10.324838,19.809526
2.956,114.627594,114.766846,0.0,13.096519,3.4826102,2.298327,17.817194,3.6041784,5.590597,7.9065237,0.0,16.700699,9.073208,10.204851,17.817194
2.9562,114.77825,114.90161,0.0,3.2935052,2.968776,0.09089565,9.244215,2.881965,0.059540693,6.0456395,0.0,6.1754704,3.0283167,6.136535,9.244215
2.9564,114.81709,115.06004,0.0,5.2426033,3.080153,0.74509114,3.0269923,0.1920402,0.0,0.0,0.0,5.4346437,3.080153,0.74509114,3.0269923
2.9566,114.769135,115.17726,0.0,11.792741,0.7362013,0.45065942,14.45137,3.1227791,6.0501027,5.9409757,0.0,14.915521,6.786304,6.391635,14.45137
2.9568,114.67021,115.17367,0.0,20.45172,2.4624627,0.38764367,21.11469,3.705397,8.95356,8.103066,0.0,24.157116,11.416022,8.49071,21.11469
2.957,114.586685,115.049194,0.0,24.576624,0.17251413,6.2336993,19.498219,1.1158108,14.67549,2.4792583,0.0,25.692434,14.848004,8.712957,19.498219
2.9572,114.42758,114.87171,0.0,1.8927112,10.575597,6.428709,2.3361297,4.4263663,0.0,0.15299907,0.0,6.3190775,10.575597,6.581708,2.3361297
2.9574,114.287285,114.76671,0.0,24.093014,8.217315,3.3686252,10.879004,1.5160246,3.4439433,0.0,3.300711,22.57699,11.661258,3.3686252,14.179714
2.9576,114.28181,114.70805,0.0,27.481522,0.8734379,9.9189415,17.32717,1.0228459,15.945045,0.0,2.240955,26.458675,16.818483,9.9189415,19.568125
2.9578,114.51236,114.706154,0.0,20.789982,0.1404957,2.9187026,20.962984,3.0671804,12.422739,6.7692347,0.0,23.857162,12.563234,9.687938,20.962984
2.958,114.789505,114.82801,0.0,6.7574654,2.9776938,1.4308376,16.069399,4.9703484,2.119494,8.035723,0.0,11.727814,5.0971875,9.46656,16.069399
2.9582,114.97485,115.07505,0.0,3.5114028,0.12195594,3.8522763,2.757356,2.4183688,1.9878331,0.0,0.0,1.093034,2.1097891,3.8522763,2.757356
2.9584,115.03598,115.3189,0.0,13.87671,1.5748217,1.5099372,12.165997,1.4382876,6.202699,3.1446652,0.0,15.314998,7.7775207,4.6546025,12.165997
2.9586,115.00778,115.4512,0.0,22.380241,2.5932422,0.9704396,22.348461,3.6459742,9.959237,7.97936,0.0,26.026217,12.55248,8.9498,22.348461
2.9588,114.91768,115.45277,0.0,27.414019,3.4448347,1.9037628,25.50408,3.6202602,11.856629,7.9367194,0.0,31.034279,15.301464,9.840483,25.50408
2.959,114.76837,115.32585,0.0,8.679221,8.613323,5.556796,14.23816,3.0393655,0.0,5.6141305,0.0,11.718587,8.613323,11.170927,14.23816
2.9592,114.556175,115.08502,0.0,13.29042,9.852477,0.77021766,2.6661801,1.6231978,0.0,3.6098402,3.467112,11.667221,9.852477,4.380058,6.133292
2.9594,114.41099,114.851776,0.0,18.207613,0.48169562,5.968907,12.563779,0.1629335,10.631964,0.0,0.32449788,18.04468,11.113659,5.968907,12.888277
2.9596,114.48799,114.73562,0.0,12.008492,4.093895,2.7352076,16.663198,3.2958598,4.5386367,7.2323356,0.0,15.304352,8.632532,9.967544,16.663198
2.9598,114.62792,114.75468,0.0,2.662404,2.3638606,2.7211561,12.491445,4.7028985,0.0771568,4.8303413,0.0,7.3653026,2.4410174,7.5514975,12.491445
2.96,114.66521,114.889694,0.0,6.4209213,1.4458252,2.7522812,0.4162847,1.7039613,1.8735946,0.0,3.6796033,4.71696,3.3194199,2.7522812,4.095888
2.9602,114.62854,115.0125,0.0,17.456377,5.12387,0.21312328,13.417214,1.4219843,3.6005158,3.1255562,0.0,18.878363,8.724385,3.3386796,13.417214
2.9604,114.54681,115.02429,0.0,22.33492,3.6793673,1.8916824,18.682459,2.084601,8.491635,4.5843487,0.0,24.419521,12.171002,6.4760313,18.682459
2.9606,114.478905,114.927956,0.0,0.5793361,12.0051,7.5845027,5.62569,8.208204,0.0,1.2820345,0.0,8.78754,12.0051,8.866537,5.62569
2.9608,114.38623,114.84611,0.0,17.705145,9.446255,0.3373061,6.541355,1.2609055,0.0,2.1110551,2.7454226,16.44424,9.446255,2.4483612,9.2867775
2.961,114.328896,114.7933,0.0,18.757505,5.8100014,11.330016,11.461689,1.7003179,7.4176574,0.0,3.6960382,17.057188,13.227659,11.330016,15.157728
2.9612,114.508316,114.73509,0.0,14.175595,4.8383994,4.135647,17.913292,3.0566952,5.3461432,6.738109,0.0,17.23229,10.184543,10.873755,17.913292
2.9614,114.74845,114.803406,0.0,8.657893,5.5716114,6.8995905,15.310891,5.3137016,0.0,0.0,0.0,13.971595,5.5716114,6.8995905,15.310891
2.9616,114.84591,115.016014,0.0,3.7504349,0.69270575,3.2426646,0.34379262,1.5333004,1.7608533,0.0,2.5997002,2.2171347,2.453559,3.2426646,2.943493
2.9618,114.83489,115.21377,0.0,15.75958,5.2096996,1.6467166,14.756618,2.6291974,2.4764903,2.4601378,0.0,18.388777,7.68619,4.1068544,14.756618
2.962,114.775665,115.29128,0.0,24.445492,6.527519,1.3627125,22.977245,3.8976574,5.9188027,5.804097,0.0,28.34315,12.4463215,7.16681,22.977245
2.9622,114.68752,115.238045,0.0,15.226119,5.826183,5.2963486,18.574013,2.8780282,5.336483,6.31976,0.0,18.104147,11.162666,11.616108,18.574013
2.9624,114.52883,115.06671,0.0,9.392382,12.622291,3.4045186,1.774929,1.993363,0.0,4.408381,0.7370993,7.3990183,12.622291,7.8128996,2.5120282
2.9626,114.41282,114.86524,0.0,16.67873,2.2813463,3.9379423,9.953459,0.4494191,6.9563684,0.0,0.9516205,16.229311,9.237715,3.9379423,10.90508
2.9628,114.4855,114.7597,0.0,11.716284,4.880533,3.7366016,15.682632,2.8011296,3.8337247,6.128917,0.0,14.517413,8.714258,9.865519,15.682632
2.963,114.62157,114.7714,0.0,6.241057,0.46804926,2.5381153,13.568463,4.332037,3.4717188,4.396552,0.0,10.573093,3.939768,6.9346676,13.568463
2.9632,114.7026,114.89091,0.0,4.317922,3.2899115,1.8405626,3.3809934,1.2947813,0.0,1.8546602,0.0,3.0231407,3.2899115,3.6952229,3.3809934
2.9634,114.7265,115.020454,0.0,14.3249035,4.5630507,1.4373889,8.007369,0.21474175,2.4687116,0.0,0.45510453,14.110162,7.031762,1.4373889,8.462473
2.9636,114.68067,115.06821,0.0,19.747389,2.824412,2.8941967,14.888688,0.99481004,8.074611,2.20095,0.0,20.742199,10.899023,5.0951467,14.888688
2.9638,114.55761,115.033035,0.0,3.842383,6.076484,2.9246135,9.014601,3.7602446,0.0,4.5370283,0.0,7.6026273,6.076484,7.461642,9.014601
2.964,114.392334,114.932304,0.0,15.968427,10.385505,1.4503995,0.80059355,3.303003,0.0,4.337693,7.1770744,12.665423,10.385505,5.7880926,7.9776683
2.9642,114.38784,114.83708,0.0,14.04818,0.61344934,6.0180554,7.293929,1.3074512,8.042751,0.0,2.8376276,12.740728,8.6562,6.0180554,10.1315565
2.9644,114.512596,114.76997,0.0,6.733252,2.512323,0.95210785,10.873938,2.53843,2.4179482,5.560164,0.0,9.271682,4.930271,6.5122714,10.873938
2.9646,114.660545,114.81286,0.0,3.380889,2.5903058,3.6634018,6.9087296,1.0384719,0.0,1.4689804,0.0,4.4193606,2.5903058,5.1323824,6.9087296
2.9648,114.74028,114.94564,0.0,11.957617,0.109969206,6.128054,3.5260193,2.3123128,7.0713377,0.0,5.0144925,9.645304,7.181307,6.128054,8.540512
2.965,114.704414,115.08123,0.0,19.815416,2.756032,2.867415,15.205262,1.0989345,8.210043,2.4281342,0.0,20.91435,10.966075,5.295549,15.205262
2.9652,114.597855,115.12141,0.0,7.4993405,1.6345131,0.13070865,12.432468,3.1619275,3.482409,6.676608,0.0,10.661268,5.116922,6.807317,12.432468
2.9654,114.463234,115.03513,0.0,19.604198,12.157334,1.878486,1.842927,3.7405996,0.0,4.446933,8.122736,15.8636,12.157334,6.3254185,9.965663
2.9656,114.40795,114.87473,0.0,25.98816,4.737853,6.504411,12.911399,1.7548336,9.275726,0.0,3.808131,24.233326,14.013579,6.504411,16.71953
2.9658,114.563416,114.79509,0.0,16.987595,3.3849325,4.425267,18.546982,2.6564624,7.9938984,5.857734,0.0,19.644056,11.378831,10.283001,18.546982
2.966,114.79129,114.85308,0.0,7.037382,1.0588024,2.6616378,15.720783,5.0079274,3.5563512,5.637821,0.0,12.04531,4.615154,8.299459,15.720783
2.9662,114.90862,115.03953,0.0,4.279399,3.9633079,1.2408041,3.3575659,0.9106299,0.0,2.789834,0.0,3.368769,3.9633079,4.030638,3.3575659
2.9664,114.92619,115.22192,0.0,10.951518,0.47239688,1.6647903,9.812701,1.1297277,5.9030223,2.480695,0.0,12.081246,6.375419,4.1454854,9.812701
2.9666,114.85536,115.2962,0.0,19.281048,2.6564717,0.41143796,19.306107,3.246176,8.001346,7.1176553,0.0,22.527224,10.657817,7.5290933,19.306107
2.9668,114.72837,115.245285,0.0,22.954853,3.8656294,0.8496053,21.212286,3.114381,8.634825,6.8404746,0.0,26.069235,12.500454,7.6900797,21.212286
2.967,114.57696,115.07757,0.0,3.7130377,9.964732,3.7474344,4.1269503,3.03889,0.0,3.582024,0.0,6.7519274,9.964732,7.329458,4.1269503
2.9672,114.47142,114.91607,0.0,22.780323,9.190517,1.6287248,11.011263,0.8748245,1.3690362,0.0,1.8899424,21.905499,10.559554,1.6287248,12.901206
2.9674,114.44256,114.819824,0.0,23.96853,1.2833217,8.299821,16.657166,0.2413913,13.565145,0.0,0.5270902,23.727139,14.848467,8.299821,17.184256
2.9676,114.597725,114.80976,0.0,17.515938,1.1508107,3.3260767,17.789658,2.4698946,9.808693,5.4489794,0.0,19.985832,10.959504,8.775056,17.789658
2.9678,114.80072,114.9021,0.0,5.5873957,1.2041262,1.5121158,11.934663,3.6548164,2.5953472,4.9790406,0.0,9.242212,3.7994735,6.4911566,11.934663
2.968,114.891716,115.06698,0.0,6.6332564,4.380607,0.51951486,0.32808673,1.3625784,0.0,1.9344064,2.9310288,5.270678,4.380607,2.4539213,3.2591157
2.9682,114.88573,115.20503,0.0,14.621671,2.892439,0.86723155,12.088382,1.3824228,4.8713546,3.036029,0.0,16.004093,7.7637935,3.9032605,12.088382
2.9684,114.79799,115.234245,0.0,22.003897,3.385386,1.2870331,19.85562,2.7247455,8.655824,5.984268,0.0,24.728642,12.04121,7.2713013,19.85562
2.9686,114.64149,115.142845,0.0,16.675926,3.5847893,4.475169,18.21739,2.604816,7.6520205,5.734957,0.0,19.280743,11.23681,10.210127,18.21739
2.9688,114.46033,114.97564,0.0,3.01032,8.862141,2.6597788,5.3189416,3.8191195,0.0,4.7194223,0.0,6.8294396,8.862141,7.3792014,5.3189416
2.969,114.33644,114.83541,0.0,12.601184,4.9715066,2.3742273,3.4572215,1.7702508,0.910725,0.0,3.8363662,10.830933,5.8822317,2.3742273,7.2935877
2.9692,114.384346,114.73816,0.0,7.062381,2.8689811,2.6397989,8.566439,1.2703291,2.3661568,2.8065178,0.0,8.33271,5.235138,5.4463167,8.566439
2.9694,114.5132,114.730064,0.0,0.27594337,0.83666974,3.437564,7.6183405,3.7767625,0.0,0.9750946,0.0,4.052706,0.83666974,4.4126587,7.6183405
2.9696,114.54362,114.80059,0.0,10.023965,4.707387,2.1823065,0.9123271,2.1566021,0.0,0.33546764,4.6832476,7.8673625,4.707387,2.517774,5.5955744
2.9698,114.52944,114.89229,0.0,16.343306,4.052077,2.2509205,9.837029,0.097835585,4.380862,0.0,0.21096756,16.24547,8.43294,2.2509205,10.0479965
2.97,114.465485,114.90347,0.0,3.050086,5.151289,3.2686465,5.9102974,2.5548396,0.0,2.1666875,0.0,5.6049256,5.151289,5.435334,5.9102974
2.9702,114.41093,114.87184,0.0,16.0659,12.229632,1.5731485,3.7689774,1.6160003,0.0,3.548934,3.5211756,14.449901,12.229632,5.1220827,7.290153
2.9704,114.359215,114.839386,0.0,17.411608,1.3865383,6.883802,6.699459,2.39065,8.611631,0.0,5.211402,15.020958,9.99817,6.883802,11.910861
2.9706,114.46852,114.800476,0.0,10.109474,2.7344766,4.0761385,9.523822,0.7293193,4.2976665,1.6198425,0.0,10.838793,7.0321426,5.6959805,9.523822
2.9708,114.64213,114.81483,0.0,0.56643826,3.2513652,1.9595138,8.275766,5.003937,0.0,4.0197053,0.0,5.5703754,3.2513652,5.979219,8.275766
2.971,114.74369,114.9142,0.0,9.882975,2.1790793,4.78664,0.21329173,3.047567,2.9853904,0.0,6.192179,6.8354077,5.1644697,4.78664,6.405471
2.9712,114.7317,115.04687,0.0,16.350471,0.47774857,5.031356,11.840494,0.13765307,9.4807005,0.32869235,0.0,16.488125,9.958449,5.3600483,11.840494
2.9714,114.62446,115.13067,0.0,15.325873,1.1804394,0.20906788,17.173557,3.273802,7.6655145,7.1842003,0.0,18.599676,8.845954,7.393268,17.173557
2.9716,114.50618,115.08581,0.0,6.970206,6.248107,2.0582871,5.186784,1.7744148,0.0,4.2028694,0.0,5.1957912,6.248107,6.2611566,5.186784
2.9718,114.49902,114.934685,0.0,18.847273,6.6812005,1.8167138,9.6991415,0.5985563,2.377285,0.0,1.2804127,18.248716,9.058486,1.8167138,10.979554
2.972,114.55353,114.847916,0.0,18.24853,3.0464723,1.7246267,15.068888,1.5895593,6.9153857,3.4684558,0.0,19.838089,9.961858,5.1930823,15.068888
2.9722,114.63167,114.869835,0.0,9.003598,4.2275867,3.5088902,11.567432,1.8523548,2.6406276,4.057762,0.0,10.855952,6.868214,7.566652,11.567432
2.9724,114.763756,114.944916,0.0,1.4522272,4.0110407,0.50168926,5.5844574,3.1659846,0.0,4.5153,0.0,4.618212,4.0110407,5.0169888,5.5844574
2.9726,114.834045,115.05186,0.0,10.565021,2.0987992,3.331287,3.535031,1.4869823,3.4968612,0.0,3.2247782,9.078038,5.5956607,3.331287,6.7598095
2.9728,114.79984,115.142456,0.0,16.996096,1.5123879,5.054023,14.228826,0.91487116,9.1771345,2.0326905,0.0,17.910967,10.689523,7.0867133,14.228826
2.973,114.64983,115.14188,0.0,19.360985,1.4467852,1.5426639,19.26992,2.988859,9.722033,6.577206,0.0,22.349844,11.1688175,8.11987,19.26992
2.9732,114.46938,115.02249,0.0,4.384282,5.5621204,1.0482249,5.3790936,0.7058469,0.0,4.792869,0.0,5.090129,5.5621204,5.841094,5.3790936
2.9734,114.424286,114.88859,0.0,24.376575,12.332531,0.55058455,10.042572,1.3764331,0.0,1.9180627,2.979767,23.000143,12.332531,2.4686472,13.02234
2.9736,114.451164,114.81032,0.0,22.197308,0.24157856,6.688375,15.778588,0.100308456,13.186175,0.22914927,0.0,22.297617,13.427753,6.9175243,15.778588
2.9738,114.59821,114.80871,0.0,14.16742,3.6344955,3.9045095,16.378426,2.5238838,6.139701,5.564433,0.0,16.691305,9.774197,9.468943,16.378426
2.974,114.82359,114.91829,0.0,3.9611967,0.11126427,3.17986,10.910983,3.922075,2.262056,2.2318697,0.0,7.8832717,2.3733203,5.41173,10.910983
2.9742,114.94199,115.11632,0.0,8.534217,3.2974153,1.9742961,1.729857,1.5035241,0.6853812,0.0,3.2307348,7.0306926,3.9827964,1.9742961,4.960592
2.9744,114.958664,115.289566,0.0,16.129515,0.6588629,2.7019923,14.110992,1.4890023,8.768076,3.2653098,0.0,17.618517,9.426939,5.9673023,14.110992
2.9746,114.88476,115.35074,0.0,23.886332,1.7023286,2.5321422,22.605362,3.1404946,12.04312,6.890427,0.0,27.026825,13.745449,9.422569,22.605362
2.9748,114.73777,115.28607,0.0,15.298296,3.6422327,3.4313765,18.729353,3.269717,6.836317,7.189507,0.0,18.568012,10.47855,10.620884,18.729353
2.975,114.53486,115.09802,0.0,11.552443,9.402057,0.31711355,0.94881976,2.829742,0.0,5.602708,4.2103524,8.722701,9.402057,5.9198213,5.159172
2.9752,114.40919,114.877144,0.0,21.999395,2.5270383,5.9997745,12.43789,1.0060142,9.835669,0.0,2.1610613,20.993382,12.362707,5.9997745,14.598951
2.9754,114.502716,114.762146,0.0,18.946497,0.017423723,2.7203498,18.892733,2.7025433,11.396652,5.940565,0.0,21.64904,11.414076,8.660914,18.892733
2.9756,114.663666,114.80878,0.0,8.313801,3.0326235,0.33559558,14.815035,3.8332157,3.0195212,8.3855915,0.0,12.147017,6.052145,8.721188,14.815035
2.9758,114.739944,114.945244,0.0,1.770873,4.356575,0.6033834,3.733138,2.141872,0.0,3.6635084,0.0,3.9127448,4.356575,4.266892,3.733138
2.976,114.75024,115.067055,0.0,9.033867,0.40161547,1.5937157,7.6807446,0.73689646,4.851641,1.6226584,0.0,9.770763,5.253257,3.2163742,7.6807446
2.9762,114.685074,115.12687,0.0,18.435978,1.9634265,1.3614544,17.44924,2.5404866,8.40324,5.5749726,0.0,20.976465,10.366667,6.9364266,17.44924
2.9764,114.57758,115.070045,0.0,22.842218,2.616092,2.804602,19.424397,2.0899658,10.254423,4.5829816,0.0,24.932184,12.870515,7.3875833,19.424397
2.9766,114.486046,114.93607,0.0,6.1844645,9.863372,4.2927876,0.1041744,0.41439405,0.0,0.9475178,0.86750615,5.7700706,9.863372,5.2403054,0.9716805
2.9768,114.406654,114.839325,0.0,32.313217,11.553783,2.9564044,16.721819,0.9306096,3.9166415,0.0,2.0317862,31.382608,15.470425,2.9564044,18.753605
2.977,114.44669,114.81935,0.0,36.61934,1.9162004,10.571689,23.152494,0.83738524,19.446905,0.0,1.8464826,35.78195,21.363106,10.571689,24.998978
2.9772,114.69229,114.86017,0.0,29.146982,0.8518859,6.7759657,25.400629,2.2895763,16.9798,5.056183,0.0,31.436558,17.831684,11.832149,25.400629
2.9774,114.98352,115.00131,0.0,17.692377,0.8991246,0.4047164,20.25899,3.9342413,9.475184,8.644542,0.0,21.62662,10.374309,9.049258,20.25899
2.9776,115.181854,115.24638,0.0,4.1114507,1.9804312,0.78024346,6.8696885,1.6190337,1.1899623,3.5586207,0.0,5.7304845,3.1703935,4.338864,6.8696885
2.9778,115.26882,115.50752,0.0,7.83469,5.4416747,3.6159973,8.093371,2.1156151,0.0,0.0,0.0,9.950305,5.4416747,3.6159973,8.093371
2.978,115.28489,115.65935,0.0,14.733625,2.0077703,1.2043794,17.643515,3.862146,6.1258774,6.029667,0.0,18.595772,8.133648,7.2340465,17.643515
2.9782,115.224,115.68509,0.0,21.608978,1.5358782,0.9674382,22.969297,4.052582,10.897153,8.875639,0.0,25.66156,12.433031,9.843078,22.969297
2.9784,115.087036,115.58494,0.0,26.576523,0.7079832,5.12064,24.840986,2.955551,15.457075,6.496994,0.0,29.532074,16.165058,11.617634,24.840986
2.9786,114.90969,115.36965,0.0,29.703947,0.43811685,8.080148,21.390772,0.42413375,17.272896,0.99161077,0.0,30.12808,17.711014,9.071758,21.390772
2.9788,114.654274,115.100624,0.0,4.728329,8.232957,7.4814887,4.8993382,2.0866237,0.0,0.0,1.2645924,6.814953,8.232957,7.4814887,6.163931
2.979,114.41535,114.90794,0.0,18.394995,6.343318,2.3175762,8.750003,0.94313616,2.5315077,0.0,2.0267506,17.451859,8.8748255,2.3175762,10.776753
2.9792,114.32164,114.762634,0.0,22.098486,4.7258224,10.205737,16.20489,0.38518283,10.160783,0.0,0.8257182,21.713303,14.886605,10.205737,17.030607
2.9794,114.47869,114.681854,0.0,18.008986,0.6560771,1.610029,20.919168,3.8758059,10.4320545,8.514273,0.0,21.884792,11.088132,10.124302,20.919168
2.9796,114.75442,114.78999,0.0,6.0812073,4.5448294,7.586037,14.8865795,5.817903,0.0,0.0,0.0,11.89911,4.5448294,7.586037,14.8865795
2.9798,114.89992,115.04255,0.0,10.108465,1.0380485,4.8688393,1.8363981,2.3394723,4.647246,0.0,5.0382223,7.7689934,5.685294,4.8688393,6.8746204
2.98,114.93113,115.28201,0.0,23.8121,6.992563,0.5735455,17.865442,1.7079209,4.929661,3.7359407,0.0,25.52002,11.922223,4.3094864,17.865442
2.9802,114.89805,115.40234,0.0,28.072098,1.45271,3.7520797,26.014448,3.322923,14.904797,7.2764926,0.0,31.395021,16.357506,11.028572,26.014448
2.9804,114.79253,115.38866,0.0,11.506928,8.032755,4.825738,18.351704,3.6457107,1.6644311,8.001699,0.0,15.152639,9.697186,12.827437,18.351704
2.9806,114.624954,115.24461,0.0,12.723081,11.135483,0.18582162,2.1436598,3.5069036,0.0,7.326373,3.3061328,9.216177,11.135483,7.5121946,5.449793
2.9808,114.49486,114.992424,0.0,19.054708,0.55034584,7.0240555,11.748587,0.85421544,11.087865,0.0,1.8062986,18.200493,11.63821,7.0240555,13.554886
2.981,114.56343,114.78599,0.0,16.460587,2.2793188,1.7811232,21.19892,4.269021,8.40538,9.351237,0.0,20.729609,10.684699,11.13236,21.19892
2.9812,114.77466,114.801414,0.0,4.957282,3.6526673,3.5703778,18.999664,6.8598614,0.5928575,7.871268,0.0,11.817143,4.245525,11.441646,18.999664
2.9814,114.93291,115.00259,0.0,6.3858104,3.1628087,4.634272,5.866508,2.3519878,0.0,0.44572392,0.0,4.0338225,3.1628087,5.0799956,5.866508
2.9816,114.97335,115.23714,0.0,15.922217,3.2215874,2.5262897,10.146939,0.05074362,5.2259088,0.12169149,0.0,15.972961,8.447496,2.6479812,10.146939
2.9818,114.92759,115.38107,0.0,24.060394,3.3660495,1.5608917,22.048738,3.0687919,9.924491,6.7241316,0.0,27.129187,13.290541,8.285023,22.048738
2.982,114.818634,115.391335,0.0,17.837248,2.0639296,2.464649,21.255424,3.8795211,9.39738,8.508293,0.0,21.716768,11.461309,10.972942,21.255424
2.9822,114.655075,115.26642,0.0,7.26414,9.691078,0.27174577,5.808785,0.03975932,0.0,8.060404,0.0,7.2243805,9.691078,8.3321495,5.808785
2.9824,114.55989,115.028755,0.0,16.651505,4.455345,2.501321,9.225744,0.46059448,4.0380635,0.0,0.9478099,16.19091,8.493409,2.501321,10.173554
2.9826,114.58527,114.8366,0.0,13.496968,2.07403,1.6809391,17.359035,3.450837,6.7646346,7.5468087,0.0,16.947805,8.838664,9.227748,17.359035
2.9828,114.64573,114.811745,0.0,7.5961833,1.5914142,0.93827593,14.104258,3.9491339,3.5467896,6.735394,0.0,11.545318,5.1382036,7.6736703,14.104258
2.983,114.70438,114.90366,0.0,3.4832046,4.5673094,0.53102547,4.0133915,0.54219943,0.0,4.07782,0.0,4.025404,4.5673094,4.608845,4.0133915
2.9832,114.742,115.01891,0.0,13.904557,3.9321175,2.1654694,7.0691223,0.61860245,3.053581,0.0,1.3380996,13.285955,6.985698,2.1654694,8.407222
2.9834,114.684006,115.06357,0.0,20.734224,0.020408863,5.1070704,16.307434,0.91751546,12.380809,2.038471,0.0,21.651741,12.401217,7.1455417,16.307434
2.9836,114.53541,115.03651,0.0,13.83639,3.6149805,3.8350382,16.02011,2.4635708,5.9700418,5.433677,0.0,16.299961,9.585022,9.268715,16.02011
2.9838,114.32018,114.915886,0.0,12.654482,9.554738,1.7338984,2.5910966,3.9464562,0.0,5.2073603,3.3799388,8.708025,9.554738,6.941259,5.9710355
2.984,114.19428,114.73558,0.0,21.01715,1.5046545,8.143856,8.751154,2.606496,10.6204195,0.0,5.6549788,18.410656,12.125073,8.143856,14.406133
2.9842,114.30153,114.61957,0.0,17.077543,0.29342696,3.3030486,15.819687,1.809571,10.088417,3.9963305,0.0,18.887114,10.3818445,7.2993793,15.819687
2.9844,114.55416,114.64563,0.0,4.0164824,1.893884,3.6558917,15.145179,5.604793,1.1949543,4.967351,0.0,9.621275,3.088838,8.623242,15.145179
2.9846,114.72785,114.84125,0.0,6.7374363,0.46852782,6.5478477,3.1893404,3.8608162,3.7123816,0.0,1.9850153,2.8766198,4.1809096,6.5478477,5.1743555
2.9848,114.77153,115.07292,0.0,17.626146,2.4169352,3.2407584,12.225347,0.35051143,7.3247604,0.7762386,0.0,17.976658,9.741695,4.016997,12.225347
2.985,114.72961,115.215355,0.0,22.194418,3.4519901,0.88950837,20.949003,3.148943,8.740963,6.8966947,0.0,25.34336,12.192953,7.786203,20.949003
